年,月,日,レーティング
2013,4,2,1733
2013,4,5,1721
2013,4,12,1726
2013,4,17,1728
2013,4,30,1737
2013,5,10,1730
2013,5,13,1725
2013,5,17,1733
2013,5,31,1726
2013,6,6,1729
2013,6,27,1723
2013,7,18,1730
2013,7,27,1735
2013,8,1,1726
2013,8,16,1717
2013,8,22,1711
2013,9,27,1703
2013,10,10,1707
2013,10,31,1699
2013,11,7,1689
2013,11,14,1683
2013,11,25,1689
2013,12,5,1696
2013,12,20,1689
2013,12,26,1698
2013,1,16,1692
2013,1,21,1701
2013,2,3,1694
2013,2,13,1701
2013,2,27,1708
2013,3,5,1715
2013,3,19,1709
2013,3,27,1721
2014,4,3,1727
2014,4,11,1721
2014,4,14,1715
2014,4,25,1710
2014,5,1,1720
2014,5,7,1714
2014,5,12,1719
2014,5,25,1727
2014,5,27,1730
2014,6,5,1723
2014,6,13,1715
2014,6,20,1704
2014,7,3,1707
2014,7,17,1701
2014,7,24,1710
2014,8,22,1714
2014,8,28,1720
2014,9,3,1712
2014,9,25,1704
2014,10,9,1713
2014,10,12,1708
2014,10,15,1719
2014,10,23,1723
2014,11,5,1716
2014,11,13,1705
2014,11,20,1699
2014,11,27,1693
2014,12,1,1699
2014,1,8,1687
2014,1,14,1679
2014,1,18,1673
2014,1,23,1668
2014,2,5,1675
2014,2,19,1680
2014,3,5,1671
2014,3,11,1661
2014,3,25,1667
2015,4,3,1677
2015,4,5,1667
2015,4,7,1673
2015,4,7,1679
2015,4,16,1673
2015,5,11,1681
2015,5,19,1689
2015,5,26,1699
2015,6,10,1711
2015,6,17,1700
2015,6,24,1690
2015,7,8,1683
2015,7,13,1672
2015,8,17,1673
2015,8,17,1676
2015,8,25,1678
2015,9,2,1682
2015,9,24,1686
2015,9,27,1677
2015,10,1,1672
2015,10,7,1680
2015,10,11,1688
2015,10,29,1698
2015,11,4,1707
2015,11,11,1700
2015,12,3,1706
2015,12,7,1709
2015,12,7,1719
2015,12,24,1728
2015,1,20,1737
2015,1,27,1744
2015,1,27,1752
2015,1,31,1743
2015,2,2,1749
2015,2,5,1757
2015,2,10,1760
2015,2,18,1765
2015,2,21,1767
2015,2,22,1760
2015,3,3,1740
2015,3,3,1748
2015,3,9,1753
2015,3,16,1756
2015,3,24,1748
2016,4,12,1740
2016,4,18,1742
2016,4,29,1730
2016,5,11,1735
2016,5,19,1738
2016,5,19,1745
2016,6,1,1754
2016,6,8,1745
2016,6,15,1734
2016,6,23,1723
2016,6,29,1730
2016,7,16,1734
2016,7,20,1739
2016,7,28,1743
2016,8,9,1750
2016,8,9,1755
2016,8,20,1748
2016,8,31,1757
2016,9,9,1760
2016,10,19,1753
2016,10,26,1755
2016,11,9,1759
2016,12,2,1748
2016,12,6,1740
2016,12,14,1727
2016,1,11,1731
2016,1,16,1720
2016,2,2,1714
2016,2,8,1705
2016,2,20,1709
2016,3,3,1698
2016,3,8,1702
2016,3,27,1708
2017,4,26,1717
2017,4,30,1712
2017,5,17,1702
2017,5,30,1708
2017,6,7,1717
2017,6,22,1705
2017,6,27,1710
2017,7,5,1702
2017,7,12,1705
2017,8,2,1698
2017,9,6,1703
2017,9,27,1694
2017,9,30,1699
2017,10,6,1703
2017,10,18,1689
2017,10,31,1693
2017,11,15,1703
2017,12,6,1694
2017,12,13,1687
2017,12,21,1692
2017,12,27,1704
2017,1,10,1696
2017,1,24,1684
2017,1,30,1692
2017,2,7,1697
2017,2,13,1690
2017,2,23,1677
2017,3,8,1672
2017,3,14,1676
2017,3,22,1686
2017,3,29,1680
2018,4,6,1687
2018,4,12,1681
2018,4,20,1674
2018,5,7,1679
2019,4,2,1668
2019,4,12,1659
2019,6,12,1653
2019,6,19,1660
2019,7,10,1669
2019,7,15,1674
2019,8,21,1685
2019,8,29,1691
2019,9,3,1683
2019,9,11,1695
2019,9,26,1682
2019,10,2,1687
2019,10,11,1695
2019,10,17,1698
2019,10,23,1703
2019,10,30,1692
2019,11,13,1681
2019,11,22,1686
2019,12,10,1680
2019,12,18,1685
2019,12,26,1674
2019,1,10,1671
2019,1,15,1663
2019,1,31,1671
2019,2,5,1678
2019,2,18,1667
2019,2,25,1660
2019,3,2,1654
2019,3,11,1658
2019,3,18,1646
2019,3,24,1637
2019,3,24,1644
2019,3,27,1652
2020,4,3,1644
2020,4,24,1647
2020,6,15,1640
2020,6,24,1648
2020,7,1,1641
2020,7,1,1651
2020,7,8,1649
2020,7,24,1638
2020,7,30,1648
2020,8,5,1634
2020,8,12,1639
2020,8,31,1634
2020,9,9,1627
2020,10,13,1618
2020,10,21,1629
2020,11,4,1635
2020,11,11,1627
2020,11,19,1619
2020,12,9,1629
2020,12,16,1623
2020,12,29,1632
2020,1,6,1640
2020,1,18,1631
2020,1,28,1626
2020,2,3,1620
2020,2,9,1624
2020,3,1,1614
2020,3,10,1600
2021,4,1,1608
2022,4,7,1617
2022,4,18,1608
2022,5,13,1618
2022,5,24,1611
2022,6,22,1603
2022,7,8,1610
2022,7,20,1616
2022,7,29,1622
2022,8,8,1627
2022,8,17,1636
2022,9,7,1642
2022,9,14,1632
2022,9,22,1638
2022,10,7,1629
2022,10,19,1622
2022,10,26,1630
