年,月,日,レーティング
2013,5,8,1590
2013,5,15,1598
2013,6,11,1591
2013,6,21,1580
2013,7,3,1567
2013,7,19,1561
2013,7,23,1553
2013,8,15,1543
2013,8,27,1548
2013,9,10,1542
2013,9,17,1552
2013,9,24,1548
2013,9,24,1550
2013,10,2,1545
2013,10,10,1549
2013,10,15,1557
2013,11,12,1564
2013,11,22,1570
2013,12,5,1566
2013,12,10,1574
2013,12,19,1583
2013,12,24,1590
2014,4,3,1574
2014,5,26,1583
2014,6,19,1596
2014,6,26,1605
2014,7,3,1601
2014,7,11,1597
2014,7,18,1605
2014,7,18,1609
2014,8,22,1591
2014,9,5,1597
2014,9,5,1605
2014,9,9,1608
2014,9,18,1615
2014,10,3,1603
2014,10,30,1609
2014,11,4,1598
2014,11,20,1592
2014,12,2,1599
2014,12,19,1603
2014,1,15,1610
2014,1,22,1599
2015,4,3,1605
2015,4,17,1615
2015,4,30,1617
2015,5,27,1609
2015,6,3,1619
2015,6,11,1615
2015,6,11,1618
2015,6,18,1606
2015,7,2,1611
2015,7,10,1600
2015,7,30,1603
2015,8,6,1606
2015,8,27,1596
2015,9,11,1606
2015,9,17,1598
2015,10,15,1606
2015,10,22,1618
2015,10,29,1610
2015,11,5,1617
2015,11,19,1611
2015,11,26,1599
2015,12,11,1604
2015,12,17,1615
2015,1,8,1619
2015,1,15,1631
2015,1,21,1636
2015,2,4,1638
2015,2,10,1628
2015,2,16,1623
2015,2,22,1628
2015,3,3,1611
2015,3,11,1600
2015,3,15,1595
2015,3,24,1588
2016,4,12,1580
2016,4,22,1572
2016,5,9,1568
2016,5,17,1562
2016,6,2,1559
2016,6,15,1564
2016,6,15,1569
2016,6,28,1558
2016,7,7,1550
2016,8,4,1540
2016,8,10,1533
2016,8,10,1537
2016,8,25,1540
2016,9,2,1547
2016,9,23,1552
2016,9,30,1561
2016,10,19,1571
2016,11,2,1565
2016,11,6,1573
2016,11,17,1569
2016,12,8,1564
2016,12,15,1558
2016,1,12,1565
2016,1,20,1569
2016,1,25,1577
2016,2,2,1572
2016,2,8,1577
2016,2,13,1581
2016,2,13,1587
2016,3,2,1578
2016,3,16,1569
2016,3,23,1561
2017,5,23,1555
2017,6,5,1548
2017,6,15,1535
2017,6,29,1528
2017,6,29,1535
2017,7,13,1527
2017,8,10,1517
2017,8,25,1510
2017,8,31,1514
2017,9,14,1527
2017,9,21,1518
2017,10,5,1527
2017,10,13,1518
2017,11,2,1513
2017,11,7,1505
2017,12,7,1503
2017,12,18,1496
2017,1,11,1494
2017,1,19,1502
2018,4,9,1515
2018,4,20,1512
2018,5,16,1507
2018,6,6,1498
2018,6,14,1488
2018,7,9,1484
2018,7,19,1472
2018,8,23,1465
2018,8,29,1473
2018,9,14,1463
2018,9,20,1472
2018,9,27,1478
2018,10,11,1489
2018,10,18,1497
2018,11,1,1492
2018,11,9,1489
2018,11,19,1502
2018,11,29,1495
2018,12,14,1502
2018,1,11,1515
2018,1,17,1523
2018,2,1,1535
2018,2,8,1530
2018,2,28,1543
2018,3,7,1555
2018,3,28,1549
2019,4,3,1545
2019,5,15,1538
2019,6,20,1530
2019,6,27,1540
2019,7,4,1550
2019,7,11,1559
2019,8,22,1558
2019,8,31,1565
2019,9,5,1556
2019,9,11,1563
2019,9,19,1565
2019,9,30,1561
2019,10,10,1555
2019,11,1,1564
2019,11,7,1576
2019,11,11,1568
2019,11,19,1572
2019,11,26,1561
2019,12,5,1555
2019,12,27,1559
2019,1,9,1553
2019,1,15,1546
2019,2,6,1543
2019,2,19,1547
2019,2,19,1557
2019,2,19,1564
2019,3,5,1556
2019,3,18,1559
2020,4,2,1552
2020,6,1,1545
2020,6,1,1551
2020,6,25,1545
2020,7,16,1552
2020,7,22,1544
2020,7,22,1554
2020,8,13,1563
2020,8,26,1572
2020,9,1,1581
2020,9,17,1592
2020,9,23,1599
2020,9,28,1592
2020,10,1,1600
2020,10,15,1591
2020,11,6,1602
2020,11,6,1613
2020,11,19,1623
2020,11,26,1614
2020,12,3,1608
2020,12,12,1617
2020,12,17,1619
2020,12,27,1610
2020,1,7,1604
2020,1,16,1612
2020,1,22,1610
2020,1,27,1615
2020,2,4,1607
2020,2,12,1612
2020,3,5,1593
2020,3,31,1600
2021,4,15,1594
2021,5,13,1583
2021,6,3,1591
2021,6,17,1583
2021,7,8,1577
2021,7,17,1582
2021,8,11,1574
2021,8,11,1578
2022,5,26,1559
2022,6,9,1548
2022,6,23,1553
2022,6,30,1546
2022,6,30,1550
2022,7,14,1560
